Identifier	Task start	Duration
ID1609	2017.03.27 11:40	120
ID1610	2017.03.27 11:40	120
ID1611	2017.03.27 11:40	120
ID1612	2017.03.27 12:35	120
ID1613	2017.03.27 12:35	120
ID1614	2017.03.27 12:35	120
ID1615	2017.03.27 14:00	120
ID1616	2017.03.27 14:00	120
ID1617	2017.03.27 14:00	120
ID1618	2017.03.27 14:15	120
ID1619	2017.03.27 14:15	120
ID1620	2017.03.27 14:25	120
ID1621	2017.03.27 14:25	120
ID1622	2017.03.27 14:25	120
ID1623	2017.03.27 14:55	120
ID1624	2017.03.27 14:55	120
ID1625	2017.03.27 14:55	120
ID1626	2017.03.27 16:05	120
ID1627	2017.03.27 16:05	120
ID1628	2017.03.27 16:05	120
ID1629	2017.03.27 16:10	120
ID1630	2017.03.27 16:10	120
ID1631	2017.03.27 16:40	120
ID1632	2017.03.27 17:00	120
ID1633	2017.03.27 17:00	120
ID1634	2017.03.27 18:20	40
ID1635	2017.03.27 17:25	120
ID1636	2017.03.27 17:25	120
ID1637	2017.03.27 17:25	120
ID1638	2017.03.27 17:35	120
ID1639	2017.03.27 17:35	120
ID1640	2017.03.27 17:35	120
ID1641	2017.03.27 17:35	120
ID1642	2017.03.27 17:35	120
ID1643	2017.03.27 17:50	120
ID1644	2017.03.27 17:50	120
ID1645	2017.03.27 17:50	120
ID1646	2017.03.28 03:10	120
ID1647	2017.03.28 03:10	120
ID1648	2017.03.28 03:10	120
ID1649	2017.03.28 04:05	120
ID1650	2017.03.28 04:05	120
ID1651	2017.03.28 04:05	120
ID1652	2017.03.28 04:10	120
ID1653	2017.03.28 04:10	120
ID1654	2017.03.28 04:20	120
ID1655	2017.03.28 04:20	120
ID1656	2017.03.28 04:20	120
ID1657	2017.03.28 04:35	120
ID1658	2017.03.28 04:35	120
ID1659	2017.03.28 05:05	120
ID1660	2017.03.28 05:05	120
ID1661	2017.03.28 05:05	120
ID1662	2017.03.28 05:10	120
ID1663	2017.03.28 05:10	120
ID1664	2017.03.28 05:15	120
ID1665	2017.03.28 05:15	120
ID1666	2017.03.28 05:15	120
ID1667	2017.03.28 06:25	120
ID1668	2017.03.28 06:25	120
ID1669	2017.03.28 07:30	120
ID1670	2017.03.28 08:05	120
ID1671	2017.03.28 08:05	120
ID1672	2017.03.28 09:15	120
ID1673	2017.03.28 09:15	120
ID1674	2017.03.28 09:15	120
ID1675	2017.03.28 09:25	120
ID1676	2017.03.28 09:25	120
ID1677	2017.03.28 09:25	120
ID1678	2017.03.28 09:40	120
ID1679	2017.03.28 09:40	120
ID1680	2017.03.28 09:40	120
ID1681	2017.03.28 09:45	120
ID1682	2017.03.28 09:45	120
ID1683	2017.03.28 11:05	40
ID1684	2017.03.28 10:25	120
ID1685	2017.03.28 10:25	120
ID1686	2017.03.28 10:25	120
ID1687	2017.03.28 11:40	120
ID1688	2017.03.28 11:40	120
ID1689	2017.03.28 13:00	40
ID1690	2017.03.28 13:50	120
ID1691	2017.03.28 13:50	120
ID1692	2017.03.28 14:00	120
ID1693	2017.03.28 14:00	120
ID1694	2017.03.28 15:20	40
ID1695	2017.03.28 14:15	120
ID1696	2017.03.28 14:15	120
ID1697	2017.03.28 14:20	120
ID1698	2017.03.28 14:20	120
ID1699	2017.03.28 14:20	120
ID1700	2017.03.28 14:55	120
ID1701	2017.03.28 14:55	120
ID1702	2017.03.28 14:55	120
ID1703	2017.03.28 15:25	120
ID1704	2017.03.28 15:25	120
ID1705	2017.03.28 15:25	120
ID1706	2017.03.28 16:05	120
ID1707	2017.03.28 16:05	120
ID1708	2017.03.28 16:05	120
ID1709	2017.03.28 17:00	120
ID1710	2017.03.28 17:00	120
ID1711	2017.03.28 18:20	40
ID1712	2017.03.28 17:35	120
ID1713	2017.03.28 17:35	120
ID1714	2017.03.28 17:50	120
ID1715	2017.03.28 17:50	120
ID1716	2017.03.28 17:50	120
ID1717	2017.03.29 03:10	120
ID1718	2017.03.29 03:10	120
ID1719	2017.03.29 03:10	120
ID1720	2017.03.29 04:05	120
ID1721	2017.03.29 04:05	120
ID1722	2017.03.29 04:05	120
ID1723	2017.03.29 04:05	120
ID1724	2017.03.29 04:05	120
ID1725	2017.03.29 04:10	120
ID1726	2017.03.29 04:10	120
ID1727	2017.03.29 04:10	120
ID1728	2017.03.29 04:35	120
ID1729	2017.03.29 04:35	120
ID1730	2017.03.29 05:05	120
ID1731	2017.03.29 05:05	120
ID1732	2017.03.29 05:05	120
ID1733	2017.03.29 06:25	120
ID1734	2017.03.29 06:25	120
ID1735	2017.03.29 09:15	120
ID1736	2017.03.29 09:15	120
ID1737	2017.03.29 09:15	120
ID1738	2017.03.29 09:40	120
ID1739	2017.03.29 09:40	120
ID1740	2017.03.29 09:40	120
ID1741	2017.03.29 09:45	120
ID1742	2017.03.29 09:45	120
ID1743	2017.03.29 11:05	40
ID1744	2017.03.29 10:10	120
ID1745	2017.03.29 10:10	120
ID1746	2017.03.29 10:10	120
ID1747	2017.03.29 10:50	120
ID1748	2017.03.29 10:50	120
ID1749	2017.03.29 10:50	120
ID1750	2017.03.29 11:40	120
ID1751	2017.03.29 11:40	120
ID1752	2017.03.29 13:00	40
ID1753	2017.03.29 12:35	120
ID1754	2017.03.29 12:35	120
ID1755	2017.03.29 12:35	120
ID1756	2017.03.29 13:30	120
ID1757	2017.03.29 13:30	120
ID1758	2017.03.29 13:30	120
ID1759	2017.03.29 14:05	120
ID1760	2017.03.29 14:05	120
ID1761	2017.03.29 14:05	120
ID1762	2017.03.29 14:15	120
ID1763	2017.03.29 14:15	120
ID1764	2017.03.29 14:55	120
ID1765	2017.03.29 14:55	120
ID1766	2017.03.29 16:15	40
ID1767	2017.03.29 16:05	120
ID1768	2017.03.29 16:05	120
ID1769	2017.03.29 16:05	120
ID1770	2017.03.29 16:10	120
ID1771	2017.03.29 16:10	120
ID1772	2017.03.29 16:10	120
ID1773	2017.03.29 16:40	120
ID1774	2017.03.29 17:00	120
ID1775	2017.03.29 17:00	120
ID1776	2017.03.29 18:20	40
ID1777	2017.03.29 17:25	120
ID1778	2017.03.29 17:25	120
ID1779	2017.03.29 17:25	120
ID1780	2017.03.29 17:35	120
ID1781	2017.03.29 17:35	120
ID1782	2017.03.29 17:50	120
ID1783	2017.03.29 17:50	120
ID1784	2017.03.29 17:50	120
ID1785	2017.03.29 18:45	120
ID1786	2017.03.29 18:45	120
ID1787	2017.03.29 18:45	120
ID1788	2017.03.30 03:10	120
ID1789	2017.03.30 03:10	120
ID1790	2017.03.30 03:10	120
ID1791	2017.03.30 04:05	120
ID1792	2017.03.30 04:05	120
ID1793	2017.03.30 04:05	120
ID1794	2017.03.30 04:10	120
ID1795	2017.03.30 04:10	120
ID1796	2017.03.30 04:20	120
ID1797	2017.03.30 04:20	120
ID1798	2017.03.30 04:20	120
ID1799	2017.03.30 04:35	120
ID1800	2017.03.30 04:35	120
ID1801	2017.03.30 05:05	120
ID1802	2017.03.30 05:05	120
ID1803	2017.03.30 05:05	120
ID1804	2017.03.30 05:10	120
ID1805	2017.03.30 05:10	120
ID1806	2017.03.30 05:15	120
ID1807	2017.03.30 05:15	120
ID1808	2017.03.30 05:15	120
ID1809	2017.03.30 05:20	120
ID1810	2017.03.30 05:20	120
ID1811	2017.03.30 05:20	120
ID1812	2017.03.30 06:25	120
ID1813	2017.03.30 06:25	120
ID1814	2017.03.30 07:30	120
ID1815	2017.03.30 08:05	120
ID1816	2017.03.30 08:05	120
ID1817	2017.03.30 09:15	120
ID1818	2017.03.30 09:15	120
ID1819	2017.03.30 09:15	120
ID1820	2017.03.30 09:25	120
ID1821	2017.03.30 09:25	120
ID1822	2017.03.30 09:25	120
ID1823	2017.03.30 09:40	120
ID1824	2017.03.30 09:40	120
ID1825	2017.03.30 09:40	120
ID1826	2017.03.30 09:45	120
ID1827	2017.03.30 09:45	120
ID1828	2017.03.30 09:45	120
ID1829	2017.03.30 10:25	120
ID1830	2017.03.30 10:25	120
ID1831	2017.03.30 10:25	120
ID1832	2017.03.30 10:45	120
ID1833	2017.03.30 10:45	120
ID1834	2017.03.30 10:45	120
ID1835	2017.03.30 11:40	120
ID1836	2017.03.30 11:40	120
ID1837	2017.03.30 13:00	40
ID1838	2017.03.30 13:30	120
ID1839	2017.03.30 13:30	120
ID1840	2017.03.30 14:15	120
ID1841	2017.03.30 14:15	120
ID1842	2017.03.30 15:35	40
ID1843	2017.03.30 14:20	120
ID1844	2017.03.30 14:20	120
ID1845	2017.03.30 14:55	120
ID1846	2017.03.30 14:55	120
ID1847	2017.03.30 14:55	120
ID1848	2017.03.30 16:05	120
ID1849	2017.03.30 16:05	120
ID1850	2017.03.30 16:05	120
ID1851	2017.03.30 16:25	120
ID1852	2017.03.30 16:25	120
ID1853	2017.03.30 16:25	120
ID1854	2017.03.30 17:00	120
ID1855	2017.03.30 17:00	120
ID1856	2017.03.30 18:20	40
ID1857	2017.03.30 17:35	120
ID1858	2017.03.30 17:35	120
ID1859	2017.03.30 17:50	120
ID1860	2017.03.30 17:50	120
ID1861	2017.03.30 17:50	120
ID1862	2017.03.31 03:10	120
ID1863	2017.03.31 03:10	120
ID1864	2017.03.31 03:10	120
ID1865	2017.03.31 04:05	120
ID1866	2017.03.31 04:05	120
ID1867	2017.03.31 04:05	120
ID1868	2017.03.31 04:05	120
ID1869	2017.03.31 04:05	120
ID1870	2017.03.31 04:25	120
ID1871	2017.03.31 04:25	120
ID1872	2017.03.31 04:25	120
ID1873	2017.03.31 04:35	120
ID1874	2017.03.31 04:35	120
ID1875	2017.03.31 05:05	120
ID1876	2017.03.31 05:05	120
ID1877	2017.03.31 05:05	120
ID1878	2017.03.31 05:10	120
ID1879	2017.03.31 05:10	120
ID1880	2017.03.31 05:10	120
ID1881	2017.03.31 05:10	120
ID1882	2017.03.31 05:10	120
ID1883	2017.03.31 05:10	120
ID1884	2017.03.31 06:25	120
ID1885	2017.03.31 06:25	120
ID1886	2017.03.31 06:25	120
ID1887	2017.03.31 08:05	120
ID1888	2017.03.31 08:05	120
ID1889	2017.03.31 08:05	120
ID1890	2017.03.31 09:15	120
ID1891	2017.03.31 09:15	120
ID1892	2017.03.31 09:15	120
ID1893	2017.03.31 09:25	120
ID1894	2017.03.31 09:25	120
ID1895	2017.03.31 09:25	120
ID1896	2017.03.31 09:45	120
ID1897	2017.03.31 09:45	120
ID1898	2017.03.31 09:45	120
ID1899	2017.03.31 11:40	120
ID1900	2017.03.31 11:40	120
ID1901	2017.03.31 13:00	40
ID1902	2017.03.31 12:35	120
ID1903	2017.03.31 12:35	120
ID1904	2017.03.31 12:35	120
ID1905	2017.03.31 13:30	120
ID1906	2017.03.31 13:30	120
ID1907	2017.03.31 14:50	40
ID1908	2017.03.31 14:15	120
ID1909	2017.03.31 14:15	120
ID1910	2017.03.31 14:25	120
ID1911	2017.03.31 14:25	120
ID1912	2017.03.31 14:55	120
ID1913	2017.03.31 14:55	120
ID1914	2017.03.31 14:55	120
ID1915	2017.03.31 16:05	120
ID1916	2017.03.31 16:05	120
ID1917	2017.03.31 16:05	120
ID1918	2017.03.31 16:10	120
ID1919	2017.03.31 16:10	120
ID1920	2017.03.31 16:10	120
ID1921	2017.03.31 17:00	120
ID1922	2017.03.31 17:00	120
ID1923	2017.03.31 18:20	40
ID1924	2017.03.31 17:25	120
ID1925	2017.03.31 17:25	120
ID1926	2017.03.31 17:35	120
ID1927	2017.03.31 17:35	120
ID1928	2017.03.31 17:35	120
ID1929	2017.03.31 17:35	120
ID1930	2017.03.31 17:35	120
ID1931	2017.03.31 17:50	120
ID1932	2017.03.31 17:50	120
ID1933	2017.03.31 17:50	120
ID1934	2017.03.31 18:40	120
ID1935	2017.03.31 19:55	120
ID1936	2017.03.31 19:55	120
ID1937	2017.03.31 19:55	120
